"term1","term2","cooc","id"
"radicalism","lone actor",97,"lone actorradicalism"
"lone actor","ideology",24,"ideologylone actor"
"lone actor","internet",24,"internetlone actor"
"radicalism","internet",24,"internetradicalism"
"radicalism","ideology",23,"ideologyradicalism"
"threat","lone actor",22,"lone actorthreat"
"threat","radicalism",22,"radicalismthreat"
